model_id,likes,downloads,last_modified,architecture,parameters,type,license,languages,dataset,epochs,batch_size,optimizer,learning_rate
google/functiongemma-270m-it,971,38234,2026-01-14T09:33:54.000Z,"transformers,safetensors,gemma3_text,text-generation,gemma3,gemma,google,functiongemma,conversational,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
microsoft/Phi-3-vision-128k-instruct,970,96667,2025-12-10T20:23:49.000Z,"transformers,safetensors,phi3_v,text-generation,nlp,code,vision,conversational,custom_code,multilingual,license:mit,region:us",4.2b parameters,instruction-tuned,,- multilingual,,,,,
meta-llama/Llama-3.1-405B,968,198278,2024-09-25T17:01:49.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/Qwen3-Next-80B-A3B-Instruct,960,327547,2025-09-17T06:57:40.000Z,"transformers,safetensors,qwen3_next,text-generation,conversational,arxiv:2309.00071,arxiv:2404.06654,arxiv:2505.09388,arxiv:2501.15383,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,,,,,,
deepseek-ai/DeepSeek-R1-Zero,950,6611,2025-03-27T04:02:04.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
HuggingFaceTB/SmolLM3-3B,930,1059563,2025-09-10T12:28:11.000Z,"transformers,safetensors,smollm3,text-generation,conversational,en,fr,es,it,pt,zh,ar,ru,base_model:HuggingFaceTB/SmolLM3-3B-Base,base_model:finetune:HuggingFaceTB/SmolLM3-3B-Base,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,base,,- en,,,,,
Qwen/Qwen2.5-72B-Instruct,926,506829,2025-01-12T02:07:38.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-72B,base_model:finetune:Qwen/Qwen2.5-72B,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,- en,,,,,
google/gemma-3-1b-it,920,760358,2025-04-04T13:12:40.000Z,"transformers,safetensors,gemma3_text,text-generation,conversational,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1904.09728,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2311.12022,arxiv:2108.07732,arxiv:2107.03374,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2312.11805,base_model:google/gemma-3-1b-pt,base_model:finetune:google/gemma-3-1b-pt,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Llama-3.1-70B-Instruct,907,872627,2024-12-15T01:55:33.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
teknium/OpenHermes-2.5-Mistral-7B,895,141785,2024-02-19T17:53:06.000Z,"transformers,pytorch,safetensors,mistral,text-generation,instruct,finetune,chatml,gpt4,synthetic data,distillation,conversational,en,dataset:teknium/OpenHermes-2.5,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
NexaAI/Octopus-v2,891,517,2024-05-21T06:53:11.000Z,"transformers,safetensors,gemma,text-generation,function calling,on-device language model,android,conversational,en,arxiv:2404.19296,arxiv:2404.11459,arxiv:2404.01744,base_model:google/gemma-2b,base_model:finetune:google/gemma-2b,license:cc-by-nc-4.0,text-generation-inference,region:us",,base,,- en,,,,,
Qwen/Qwen3-30B-A3B,877,1351650,2025-07-26T03:45:17.000Z,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2309.00071,arxiv:2505.09388,base_model:Qwen/Qwen3-30B-A3B-Base,base_model:finetune:Qwen/Qwen3-30B-A3B-Base,license:apache-2.0,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-70B,874,139788,2024-09-27T15:52:49.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,license:llama3,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
deepseek-ai/DeepSeek-R1,13175,3809981,2025-03-27T04:01:59.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-8B,6515,3287503,2024-09-27T15:52:33.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,license:llama3,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,5699,9548783,2024-09-25T17:00:57.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-8B,base_model:finetune:meta-llama/Llama-3.1-8B,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
meta-llama/Llama-2-7b-chat-hf,4732,433006,2024-04-17T08:40:48.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,chat,,,,,,,
openai/gpt-oss-120b,4691,3489532,2025-08-26T17:25:03.000Z,"transformers,safetensors,gpt_oss,text-generation,vllm,conversational,arxiv:2508.10925,license:apache-2.0,eval-results,endpoints_compatible,8-bit,mxfp4,deploy:azure,region:us",117b parameters,base,,,,,,,
openai/gpt-oss-20b,4539,6191914,2025-08-26T17:25:47.000Z,"transformers,safetensors,gpt_oss,text-generation,vllm,conversational,arxiv:2508.10925,license:apache-2.0,eval-results,endpoints_compatible,8-bit,mxfp4,deploy:azure,region:us",117b parameters,base,,,,,,,
meta-llama/Llama-2-7b,4473,294,2024-04-17T08:12:44.000Z,"facebook,meta,pytorch,llama,llama-2,text-generation,en,arxiv:2307.09288,license:llama2,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-8B-Instruct,4472,1299120,2025-06-18T23:49:51.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,license:llama3,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,instruction-tuned,,,,,,,
mistralai/Mistral-7B-v0.1,4074,868506,2025-07-24T16:44:02.000Z,"transformers,pytorch,safetensors,mistral,text-generation,pretrained,mistral-common,en,arxiv:2310.06825,license:apache-2.0,text-generation-inference,region:us",,base,,- en,,,,,
deepseek-ai/DeepSeek-V3,4031,781402,2025-03-27T04:01:45.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
microsoft/phi-2,3446,1094822,2025-12-08T11:35:44.000Z,"transformers,safetensors,phi,text-generation,nlp,code,en,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
google/gemma-7b,3301,138925,2024-06-27T14:09:40.000Z,"transformers,safetensors,gguf,gemma,text-generation,arxiv:2305.14314,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
openai-community/gpt2,3199,13849161,2024-02-19T10:57:45.000Z,"transformers,pytorch,tf,jax,tflite,rust,onnx,safetensors,gpt2,text-generation,exbert,en,doi:10.57967/hf/0039,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",124m parameters,base,,en,,,,,
mistralai/Mistral-7B-Instruct-v0.2,3117,2221218,2025-07-24T16:57:21.000Z,"transformers,pytorch,safetensors,mistral,text-generation,finetuned,mistral-common,conversational,arxiv:2310.06825,license:apache-2.0,text-generation-inference,region:us,deploy:azure",,instruction-tuned,,,,,,,
deepseek-ai/DeepSeek-V3-0324,3101,574425,2025-03-27T04:01:53.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2412.19437,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
bigcode/starcoder,2940,10707,2024-10-08T20:53:18.000Z,"transformers,pytorch,safetensors,gpt_bigcode,text-generation,code,dataset:bigcode/the-stack-dedup,arxiv:1911.02150,arxiv:2205.14135,arxiv:2207.14255,arxiv:2305.06161,license:bigcode-openrail-m,model-index,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/QwQ-32B,2892,70888,2025-03-11T12:15:48.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2412.15115,base_model:Qwen/Qwen2.5-32B,base_model:finetune:Qwen/Qwen2.5-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
meta-llama/Llama-3.3-70B-Instruct,2703,467893,2024-12-21T18:28:01.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,fr,it,pt,hi,es,th,de,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-70B,base_model:finetune:meta-llama/Llama-3.1-70B,license:llama3.3,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
tiiuae/falcon-40b,2435,20305,2024-08-09T07:48:37.000Z,"transformers,pytorch,safetensors,falcon,text-generation,custom_code,en,de,es,fr,dataset:tiiuae/falcon-refinedweb,arxiv:2205.14135,arxiv:1911.02150,arxiv:2101.00027,arxiv:2005.14165,arxiv:2104.09864,arxiv:2306.01116,license:apache-2.0,text-generation-inference,region:us,deploy:azure",40b parameters,base,,- en,,,,,
deepseek-ai/DeepSeek-R1-0528,2416,773495,2025-05-29T11:37:44.000Z,"transformers,safetensors,deepseek_v3,text-generation,conversational,custom_code,arxiv:2501.12948,license:mit,eval-results,text-generation-inference,endpoints_compatible,fp8,region:us",,base,,,,,,,
xai-org/grok-1,2405,159,2024-03-28T16:25:32.000Z,"grok,grok-1,text-generation,license:apache-2.0,region:us",314b parameters,base,,,,,,,
meta-llama/Llama-3.2-1B,2360,1251088,2024-10-24T15:08:03.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,arxiv:2405.16406,license:llama3.2,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
moonshotai/Kimi-K2-Instruct,2336,216313,2026-01-30T04:50:07.000Z,"transformers,safetensors,kimi_k2,text-generation,conversational,custom_code,doi:10.57967/hf/5976,license:other,eval-results,endpoints_compatible,fp8,region:us",,instruction-tuned,,,,,,"we apply the muon optimizer to an unprecedented scale, and develop novel optimization techniques to resolve instabilities while scaling up.",
meta-llama/Llama-2-7b-hf,2291,1734181,2024-04-17T08:40:16.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
microsoft/phi-4,2226,566459,2025-11-24T16:57:37.000Z,"transformers,safetensors,phi3,text-generation,phi,nlp,math,code,chat,conversational,en,arxiv:2412.08905,license:mit,text-generation-inference,endpoints_compatible,region:us",14b parameters,base,,- en,,,,,
meta-llama/Llama-2-70b-chat-hf,2207,70494,2024-04-17T08:41:06.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,chat,,,,,,,
meta-llama/Llama-3.1-8B,2154,1413317,2024-10-16T22:00:37.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,2095,4968924,2024-10-24T15:07:29.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,arxiv:2405.16406,license:llama3.2,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,2063,11378,2025-04-13T04:12:19.000Z,"transformers,safetensors,llama,text-generation,nvidia,llama3.1,conversational,en,dataset:nvidia/HelpSteer2,arxiv:2410.01257,arxiv:2405.01481,arxiv:2406.08673,base_model:meta-llama/Llama-3.1-70B-Instruct,base_model:finetune:meta-llama/Llama-3.1-70B-Instruct,license:llama3.1,text-generation-inference,region:us",,instruction-tuned,,- en,,,,,
Qwen/Qwen2.5-Coder-32B-Instruct,2000,1149847,2025-01-12T02:02:22.000Z,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-32B,base_model:finetune:Qwen/Qwen2.5-Coder-32B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,- en,,,,,
zai-org/GLM-5,1980,496019,2026-04-05T07:48:51.000Z,"transformers,safetensors,glm_moe_dsa,text-generation,conversational,en,zh,arxiv:2602.15763,license:mit,eval-results,endpoints_compatible,region:us",355b parameters,base,,- en,,,,,
zai-org/GLM-4.7,1950,122400,2026-01-29T08:05:58.000Z,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,region:us",,base,,- en,,,,,
HuggingFaceH4/zephyr-7b-beta,1840,113077,2024-10-16T11:48:13.000Z,"transformers,pytorch,safetensors,mistral,text-generation,generated_from_trainer,conversational,en,dataset:HuggingFaceH4/ultrachat_200k,dataset:HuggingFaceH4/ultrafeedback_binarized,arxiv:2305.18290,arxiv:2310.16944,arxiv:2305.14233,arxiv:2310.01377,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:mit,model-index,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,name: ai2 reasoning challenge (25-shot),3,,"adam with betas=(0.9,0.999) and epsilon=1e-08",
mistralai/Mistral-7B-Instruct-v0.1,1830,386236,2025-07-24T16:44:46.000Z,"transformers,pytorch,safetensors,mistral,text-generation,finetuned,mistral-common,conversational,arxiv:2310.06825,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:apache-2.0,text-generation-inference,region:us",,instruction-tuned,,,,,,,
CohereLabs/c4ai-command-r-plus,1776,2758,2025-04-16T03:03:37.000Z,"transformers,safetensors,cohere,text-generation,conversational,en,fr,de,es,it,pt,ja,ko,zh,ar,doi:10.57967/hf/3138,license:cc-by-nc-4.0,text-generation-inference,region:us",,base,,,,,,,
Qwen/QwQ-32B-Preview,1738,8329,2025-01-12T01:58:42.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-32B-Instruct,base_model:finetune:Qwen/Qwen2.5-32B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
mattshumer/Reflection-Llama-3.1-70B,1712,208,2024-09-24T15:28:41.000Z,"transformers,safetensors,llama,text-generation,conversational,base_model:meta-llama/Llama-3.1-70B-Instruct,base_model:finetune:meta-llama/Llama-3.1-70B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,base,,,,,,,
microsoft/Phi-3-mini-128k-instruct,1697,250866,2025-12-10T20:21:52.000Z,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,en,license:mit,text-generation-inference,endpoints_compatible,region:us",3.8b parameters,instruction-tuned,,- en,,,,,
moonshotai/Kimi-K2-Thinking,1689,82700,2026-01-30T04:49:39.000Z,"transformers,safetensors,kimi_k2,text-generation,conversational,custom_code,license:other,eval-results,endpoints_compatible,compressed-tensors,region:us",,base,,,,,,,
zai-org/GLM-4.7-Flash,1665,729180,2026-01-29T08:06:19.000Z,"transformers,safetensors,glm4_moe_lite,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,deploy:azure,region:us",,base,,- en,,,,,
TinyLlama/TinyLlama-1.1B-Chat-v1.0,1563,3039843,2024-03-17T05:07:08.000Z,"transformers,safetensors,llama,text-generation,conversational,en,dataset:cerebras/SlimPajama-627B,dataset:bigcode/starcoderdata,dataset:HuggingFaceH4/ultrachat_200k,dataset:HuggingFaceH4/ultrafeedback_binarized,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",1.1b parameters,chat,,- en,,,,,
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,1532,1024949,2025-02-24T03:31:29.000Z,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
meta-llama/Meta-Llama-3-70B-Instruct,1508,46956,2025-06-18T23:49:26.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,base_model:meta-llama/Meta-Llama-3-70B,base_model:finetune:meta-llama/Meta-Llama-3-70B,license:llama3,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,instruction-tuned,,,,,,,
MiniMaxAI/MiniMax-M2,1490,60040,2025-12-23T08:37:43.000Z,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,arxiv:2504.07164,arxiv:2509.06501,arxiv:2509.13160,license:other,eval-results,endpoints_compatible,fp8,deploy:azure,region:us",,base,,,,,,,
deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,1475,675698,2025-02-24T03:32:35.000Z,"transformers,safetensors,qwen2,text-generation,conversational,arxiv:2501.12948,license:mit,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
microsoft/bitnet-b1.58-2B-4T,1425,17160,2025-12-17T18:13:05.000Z,"transformers,safetensors,bitnet,text-generation,chat,large-language-model,conversational,custom_code,en,arxiv:2504.12285,license:mit,endpoints_compatible,8-bit,deploy:azure,region:us",,base,,- en,,,,,
microsoft/Phi-3-mini-4k-instruct,1412,742198,2025-12-10T20:22:18.000Z,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,en,fr,license:mit,eval-results,text-generation-inference,endpoints_compatible,region:us",3.8b parameters,instruction-tuned,,- en,,,,,
zai-org/GLM-4.5,1398,67529,2025-08-11T13:27:03.000Z,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,endpoints_compatible,region:us",,base,,- en,,,,,
deepseek-ai/DeepSeek-V3.2,1391,9977156,2025-12-01T11:04:59.000Z,"transformers,safetensors,deepseek_v32,text-generation,base_model:deepseek-ai/DeepSeek-V3.2-Exp-Base,base_model:finetune:deepseek-ai/DeepSeek-V3.2-Exp-Base,license:mit,eval-results,endpoints_compatible,fp8,region:us",,base,,,,,,,
MiniMaxAI/MiniMax-M2.5,1386,899184,2026-03-10T13:42:23.000Z,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,license:other,eval-results,endpoints_compatible,fp8,deploy:azure,region:us",,base,,,,,,,
meta-llama/Llama-3.2-1B-Instruct,1365,4368820,2024-10-24T15:07:51.000Z,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,arxiv:2405.16406,license:llama3.2,text-generation-inference,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
microsoft/phi-1_5,1357,82480,2025-11-24T16:58:09.000Z,"transformers,safetensors,phi,text-generation,nlp,code,en,arxiv:2309.05463,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,- en,,,,,
google/gemma-2-2b-it,1333,367850,2024-08-27T19:41:44.000Z,"transformers,safetensors,gemma2,text-generation,conversational,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2009.11462,arxiv:2101.11718,arxiv:2110.08193,arxiv:1804.09301,arxiv:2109.07958,arxiv:1804.06876,arxiv:2103.03874,arxiv:2304.06364,arxiv:1903.00161,arxiv:2206.04615,arxiv:2203.09509,arxiv:2403.13793,base_model:google/gemma-2-2b,base_model:finetune:google/gemma-2-2b,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
Qwen/Qwen3-Coder-480B-A35B-Instruct,1322,71369,2025-08-21T10:18:07.000Z,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,license:apache-2.0,eval-results,endpoints_compatible,region:us",,instruction-tuned,,,,,,,
01-ai/Yi-34B,1300,10465,2024-11-11T03:31:31.000Z,"transformers,pytorch,safetensors,llama,text-generation,arxiv:2403.04652,arxiv:2311.16502,arxiv:2401.11944,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,base,,,,,,,
zai-org/GLM-5.1,1278,94376,2026-04-16T06:11:43.000Z,"transformers,safetensors,glm_moe_dsa,text-generation,conversational,en,zh,arxiv:2602.15763,license:mit,eval-results,endpoints_compatible,region:us",,base,,- en,,,,,
MiniMaxAI/MiniMax-M2.1,1276,37630,2026-02-13T09:24:21.000Z,"transformers,safetensors,minimax_m2,text-generation,conversational,custom_code,arxiv:2509.06501,license:other,eval-results,endpoints_compatible,fp8,deploy:azure,region:us",,base,,,,,,,
Qwen/Qwen3-Coder-Next,1273,638669,2026-02-03T16:16:38.000Z,"transformers,safetensors,qwen3_next,text-generation,conversational,license:apache-2.0,eval-results,endpoints_compatible,deploy:azure,region:us",,base,,,,,,,
google/gemma-7b-it,1243,50131,2024-08-14T08:36:20.000Z,"transformers,safetensors,gguf,gemma,text-generation,conversational,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,base_model:google/gemma-7b,base_model:finetune:google/gemma-7b,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
dphn/dolphin-2.5-mixtral-8x7b,1242,2444,2024-05-21T16:20:06.000Z,"transformers,pytorch,safetensors,mixtral,text-generation,conversational,en,dataset:ehartford/dolphin,dataset:jondurbin/airoboros-2.2.1,dataset:ehartford/dolphin-coder,dataset:migtissera/Synthia-v1.3,dataset:teknium/openhermes,dataset:ise-uiuc/Magicoder-OSS-Instruct-75K,dataset:ise-uiuc/Magicoder-Evol-Instruct-110K,dataset:LDJnr/Pure-Dove,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,base,,- en,,,,,
zai-org/GLM-4.6,1212,24279,2025-09-30T10:17:45.000Z,"transformers,safetensors,glm4_moe,text-generation,conversational,en,zh,arxiv:2508.06471,license:mit,eval-results,endpoints_compatible,region:us",,base,,- en,,,,,
Qwen/Qwen2.5-7B-Instruct,1205,12832577,2025-01-12T02:10:10.000Z,"transformers,safetensors,qwen2,text-generation,chat,conversational,en,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-7B,base_model:finetune:Qwen/Qwen2.5-7B,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,instruction-tuned,,- en,,,,,
ai21labs/Jamba-v0.1,1190,2215,2024-09-11T17:29:22.000Z,"transformers,safetensors,jamba,text-generation,mamba,moe,custom_code,arxiv:2403.19887,license:apache-2.0,endpoints_compatible,region:us",52b parameters,base,,,,,,,
Qwen/Qwen3-0.6B,1190,15063024,2025-07-26T03:46:27.000Z,"transformers,safetensors,qwen3,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-0.6B-Base,base_model:finetune:Qwen/Qwen3-0.6B-Base,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,base,,,,,,,
google/gemma-2b,1163,158651,2024-09-27T12:18:55.000Z,"transformers,safetensors,gguf,gemma,text-generation,arxiv:2312.11805,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2304.06364,arxiv:2206.04615,arxiv:1804.06876,arxiv:2110.08193,arxiv:2009.11462,arxiv:2101.11718,arxiv:1804.09301,arxiv:2109.07958,arxiv:2203.09509,license:gemma,text-generation-inference,endpoints_compatible,region:us",,base,,,,,,,
openchat/openchat_3.5,1140,14060,2024-05-18T18:09:11.000Z,"transformers,pytorch,mistral,text-generation,openchat,C-RLFT,conversational,dataset:openchat/openchat_sharegpt4_dataset,dataset:imone/OpenOrca_FLAN,dataset:LDJnr/LessWrong-Amplify-Instruct,dataset:LDJnr/Pure-Dove,dataset:LDJnr/Verified-Camel,dataset:tiedong/goat,dataset:glaiveai/glaive-code-assistant,dataset:meta-math/MetaMathQA,dataset:OpenAssistant/oasst_top1_2023-08-25,dataset:TIGER-Lab/MathInstruct,arxiv:2309.11235,arxiv:2303.08774,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,chat,,,,,,,
HuggingFaceH4/zephyr-7b-alpha,1120,5421,2024-10-16T11:53:22.000Z,"transformers,pytorch,safetensors,mistral,text-generation,generated_from_trainer,conversational,en,dataset:stingning/ultrachat,dataset:openbmb/UltraFeedback,arxiv:2305.18290,arxiv:2310.16944,arxiv:2305.14233,arxiv:2310.01377,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:mit,text-generation-inference,endpoints_compatible,region:us",,base,,- en,,1,,"adam with betas=(0.9,0.999) and epsilon=1e-08",
meta-llama/Llama-2-13b-chat-hf,1113,158992,2024-04-17T08:40:58.000Z,"transformers,pytorch,safetensors,llama,text-generation,facebook,meta,llama-2,conversational,en,arxiv:2307.09288,license:llama2,text-generation-inference,endpoints_compatible,region:us",,chat,,,,,,,
